time,PH_Sensor,ORP_Sensor,TR_Sensor,CT_Sensor,TDS_Sensor,NH_SEnsor,DO_Sensor,COD_Sensor,BOD_Sensor,
2024-10-12 16:41:48.138	,32.666,1.024,0.000,28.352,-3491050573258555392.000,,,,
2024-10-12 17:11:48.138	,25.737,1.024,0.000,28.352,-3489923024084271104.000,,6.240,,
2024-10-12 17:41:48.138	,,,0.000,28.344,-3484287752114012160.000,,6.246,,
2024-10-12 18:11:48.138	,33.532,,0.000,28.312,-3492154757810749440.000,,6.250,,
2024-10-12 18:41:48.138	,,1.024,0.000,,-3479752541527343104.000,,6.300,,
2024-10-12 19:11:48.138	,,1.024,0.000,28.266,-3492128919287496704.000,,6.310,,
2024-10-12 19:41:48.138	,,,0.000,28.281,-3487617897956638720.000,,6.297,,
2024-10-12 20:11:48.138	,34.368,,0.000,,-870794105184059392.000,,,,
2024-10-12 20:41:48.138	,32.464,1.024,0.000,28.221,-869948030986485760.000,,6.327,,
2024-10-12 21:11:48.138	,33.764,1.024,0.000,28.246,-873606106172096512.000,,6.307,,
2024-10-12 21:41:48.138	,32.575,,0.000,28.240,-873042331584954368.000,,6.317,,
2024-10-12 22:11:48.138	,43.804,,27.312,28.234,-872478350839382016.000,,6.344,,
2024-10-12 22:41:48.138	,30.833,1.024,0.000,28.224,-871913957776949248.000,,6.387,,
2024-10-12 23:11:48.138	,,,0.000,28.210,-871068089737805824.000,,6.303,,
2024-10-12 23:41:48.138	,32.696,1.024,0.000,28.201,-870503490516942848.000,,6.276,,
2024-10-13 07:58:04.074	,,,0.000,27.928,-54599801815171072.000,,6.299,,
2024-10-13 08:28:04.074	,28.023,,0.000,,-54564656097787904.000,,6.300,,
2024-10-13 08:58:04.074	,19.826,1.024,0.000,27.956,-54547257185271808.000,,6.478,,
2024-10-13 09:28:04.074	,30.440,,0.000,27.981,-54565094184452096.000,,6.441,,
2024-10-13 09:58:04.074	,26.956,1.024,0.000,28.025,-218187516912599040.000,,6.545,,
2024-10-13 10:28:04.074	,28.567,1.024,0.000,28.066,-218400066254143488.000,,6.506,,
2024-10-13 10:58:04.074	,32.072,1.024,0.000,28.171,-869375735184228352.000,,6.483,,
2024-10-13 11:28:04.074	,29.353,1.024,0.000,28.282,-3489871347037765632.000,,6.494,,
2024-10-13 11:58:04.074	,29.161,,0.000,28.329,-3488771285654175744.000,,6.518,,
2024-10-13 12:28:04.074	,27.782,,0.000,28.407,-13941459994525302784.000,,6.460,,
2024-10-13 12:58:04.074	,27.792,1.024,0.000,28.500,-13941674399292719104.000,,6.480,,
2024-10-13 13:28:04.074	,27.218,1.024,0.000,28.577,-55676185799972356096.000,,6.431,,
2024-10-13 13:58:04.074	,33.562,,0.000,28.630,-55730699586477490176.000,,,,
2024-10-13 14:28:04.074	,29.524,,0.000,28.667,-223568150098763317248.000,,6.443,,
2024-10-13 14:58:04.074	,31.659,,0.000,28.649,-55658804720160473088.000,,6.476,,
2024-10-13 15:28:04.074	,29.876,1.024,0.000,28.649,-223136297115744993280.000,,6.482,,
